OrderID,Date,Order_type ,Action,Indicator,Set_description,Number of Sets,Profit
6d2a417e-3c9c-4888-a40a-7b6285e7ed68,1963-06-05,Option,Sell,RSI,Sell 1 put option,100,134384.66920800586,
d569bdf3-ec3a-443f-ab31-681962808ae7,1963-06-18,Option,Buy,RSI,Buy 1 call option,100,-102635.15902269573,
a31e4863-a629-47e7-a7f1-94f8327c18c0,1963-06-28,Option,Buy,RSI,Buy 1 call option,100,-95145.17837589758,
b14a3936-cdc4-40b6-9c16-89faae85df66,1963-07-03,Option,Buy,RSI,Buy 1 call option,100,-112055.18562699319,
72b8c823-f08c-46a7-86d6-696ed350fed0,1963-08-06,Option,Sell,RSI,Sell 1 put option,100,133234.66842259903,
47413809-3989-400b-80c2-32d476084904,1963-08-30,Option,Sell,RSI,Sell 1 put option,100,138494.66641289118,
a6ca53fd-b099-49b7-bf8f-bf48716a7692,1963-09-04,Option,Sell,RSI,Sell 1 put option,100,138824.66200078255,
9e2f7891-6a08-4ab0-9baf-5afd6afa55ab,1963-09-12,Option,Sell,RSI,Sell 1 put option,100,139634.6599911112,
15fdd000-7ede-455a-acf0-f387b0b8f1fb,1963-10-02,Option,Buy,RSI,Buy 1 call option,100,-115915.20223359519,
cde1d4e6-c5a7-48f1-8540-a3fb28cffd53,1963-10-24,Option,Sell,RSI,Sell 1 put option,100,139024.65437779317,
5a16a609-5b1a-4258-aaf9-4b00bde5f321,1963-11-13,Option,Buy,RSI,Buy 1 call option,100,-104095.17798550706,
40932a34-8d13-4903-8ffd-6e552dda4391,1963-11-26,Option,Buy,RSI,Buy 1 call option,100,-76265.16930220649,
3b801410-c5b9-409c-82ac-80dddd12bf9d,1963-12-04,Option,Sell,RSI,Sell 1 put option,100,141644.64982709047,
7c819a7e-02d8-4071-ae08-805a57cd6fa5,1964-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
9d0280ea-6ba6-4d87-b06d-f3e67aad5941,1964-02-14,Option,Sell,RSI,Sell 1 put option,100,147834.6338881039,
5e88b6ff-be8b-4eca-9939-c0260233c572,1964-02-20,Option,Sell,RSI,Sell 1 put option,100,147924.6353664852,
cfaa0e96-367f-4245-af49-cc540e7d9672,1964-03-04,Option,Sell,RSI,Sell 1 put option,100,149634.63425769593,
e2e9a4f0-5348-460e-a0dc-4f86cf8b9d8f,1964-03-10,Option,Sell,RSI,Sell 1 put option,100,149874.6365215028,
db059e40-8832-4537-a161-f423d59b9628,1964-04-07,Option,Sell,RSI,Sell 1 put option,100,153604.6243478104,
b2aae84a-fb62-4841-a693-5de1e99a395c,1964-04-16,Option,Sell,RSI,Sell 1 put option,100,153724.62312351438,
6ce9000a-3556-4eff-b609-dcb40e23c51f,1964-04-21,Option,Sell,RSI,Sell 1 put option,100,154494.61998189485,
d818c849-6ebc-4ac4-9a9f-a20255074611,1964-04-23,Option,Sell,RSI,Sell 1 put option,100,154444.6210907033,
4fa0791e-cd10-4de7-94cd-5f912036cfad,1964-05-12,Option,Sell,RSI,Sell 1 put option,100,155384.62402439196,
6f042e7c-02d1-4b8b-96d6-8492b774655a,1964-06-05,Option,Buy,RSI,Buy 1 call option,100,-117225.19013609564,
87ce70f1-2e88-4c80-89e6-624c001881cd,1964-07-01,Option,Sell,PE,Sell 1 put option,100,157724.61660929804,
86a58661-9a8d-42cf-a9c0-71a0d4111468,1964-08-04,Option,Buy,RSI,Buy 1 call option,100,-142605.18602660333,
cc3cdfad-665d-4748-953a-51cd8d30df11,1964-08-28,Option,Buy,RSI,Buy 1 call option,100,-121795.147366405,
3d025011-3e14-4750-9746-de4f4c11afb4,1964-09-10,Option,Sell,RSI,Sell 1 put option,100,159624.61411449345,
60a7aa22-d9b0-43c1-a786-674d0d0842c9,1964-09-23,Option,Sell,RSI,Sell 1 put option,100,161834.61129630788,
e5908b5b-1102-4014-80da-428f08466006,1964-09-30,Option,Sell,RSI,Sell 1 put option,100,162534.61120390412,
ca299a4c-a205-462a-80ff-b02229e6f6fc,1964-10-06,Option,Sell,RSI,Sell 1 put option,100,163284.60847810344,
a7fe2478-129b-401d-8abc-e54db11556fe,1964-11-18,Option,Sell,RSI,Sell 1 put option,100,165154.60244900154,
767f302a-2f27-4d41-baae-cf80ffe84c5e,1964-12-02,Option,Buy,RSI,Buy 1 call option,100,-125815.23154749998,
a4ce2977-4a86-4f8e-99a2-831114c364c4,1965-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
4d197528-61e1-4d15-8a9b-c2da27ab7e7d,1965-01-12,Option,Sell,RSI,Sell 1 put option,100,164704.60046239995,
1dfb51c7-789e-4e9c-a38a-e03a2730497f,1965-03-12,Option,Buy,RSI,Buy 1 call option,100,-168905.1964424015,
c2409186-7d70-42ed-9888-460048173fe7,1965-03-30,Option,Buy,RSI,Buy 1 call option,100,-167825.19186859485,
d1040aaf-d62b-47be-b69a-a1312d1021d3,1965-04-13,Option,Sell,RSI,Sell 1 put option,100,169944.59886849878,
c3e9d0e1-2132-4761-8c3c-e1711bc9b7b5,1965-05-14,Option,Sell,RSI,Sell 1 put option,100,173234.59251601374,
e02c21af-e96d-4dff-b03d-3bbb04a68ad2,1965-05-26,Option,Buy,RSI,Buy 1 call option,100,-172285.1999535953,
b7678604-44ef-4ce9-b1be-8e4d6942d295,1965-05-28,Option,Buy,RSI,Buy 1 call option,100,-170695.20053109678,
f6f3d786-1615-4166-88b2-6d09daa9dec2,1965-06-01,Option,Sell,PE,Buy 1 call option,100,-171595.2014319942,
5abea3be-c522-4f6d-a72b-d9fdb705f9dd,1965-06-04,Option,Buy,RSI,Buy 1 call option,100,-165655.24136269407,
e621568f-8fc7-404a-a3be-81bb605ee9a5,1965-06-10,Option,Buy,RSI,Buy 1 call option,100,-131135.20411160134,
5c51d0f1-4dec-4095-a89a-77060171da20,1965-07-13,Option,Sell,RSI,Sell 1 put option,100,162854.59219259926,
1ba6a4a0-69af-4eee-a244-faebad2424fd,1965-08-06,Option,Sell,RSI,Sell 1 put option,100,163084.58858900313,
92ddcc82-8aa5-44a5-96f8-5bd2337aa300,1965-08-25,Option,Sell,RSI,Sell 1 put option,100,165484.58801150575,
72f8bd92-acad-48f1-b6e4-62401534cfa0,1965-09-17,Option,Buy,MAVG,Buy 3 call options,195,-300739.1645040731,
cca80430-8a24-4094-9413-b547a19a011e,1965-09-28,Option,Sell,RSI,Sell 1 put option,100,172904.5776395915,
6170235c-d168-42be-a8e4-a046d9aff262,1965-09-30,Option,Sell,RSI,Sell 1 put option,100,171644.58061951012,
a09e3b27-98a7-4357-8cc2-f032ae0ba070,1965-10-15,Option,Sell,RSI,Sell 1 put option,100,173724.5740821914,
fb5bc966-4398-47ea-b726-367e86000300,1965-10-28,Option,Sell,RSI,Sell 1 put option,100,176354.56950839888,
0eef9b46-74d0-4fd4-ab46-ed515b0748df,1965-11-12,Option,Buy,RSI,Buy 1 call option,100,-158575.24727859476,
ee7f65ff-093b-477a-be96-480242df5632,1965-12-01,Option,Buy,RSI,Buy 1 call option,100,-177465.21071820284,
bffb7bfc-848f-42c2-b3ba-7bf2dd7bc77b,1965-12-22,Option,Sell,RSI,Sell 1 put option,100,177274.5814049009,
d9225baa-1a0b-43d5-9a59-f1a3b5150f0d,1966-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
f7ace46a-85aa-4396-abdd-91803717b20d,1966-01-12,Option,Sell,RSI,Sell 1 put option,100,180624.57218798986,
0c0c748c-c339-413c-bc7f-8a1d31bca46c,1966-02-03,Option,Buy,RSI,Buy 1 call option,100,-180405.207553496,
b71a763f-5829-47ef-8504-283f0ce089aa,1966-02-23,Option,Buy,RSI,Buy 1 call option,100,-178735.19912199408,
4d31d992-bf17-4916-bc7c-f84b7b8bfffa,1966-03-15,Option,Buy,RSI,Buy 1 call option,100,-168675.19967640462,
2cc21eaf-ff26-4f84-9e28-cb73df7c50d9,1966-03-30,Option,Sell,RSI,Sell 1 put option,100,169634.5949415035,
529eeecd-2371-4d7e-a7ab-e1e3b527c905,1966-04-07,Option,Sell,RSI,Sell 1 put option,100,174104.59025220535,
e49be031-2116-49b3-9873-8842aef7b4fe,1966-05-05,Option,Buy,RSI,Buy 1 call option,100,-171315.19018230436,
5336ff7c-1934-42d1-a950-7be6c64cc313,1966-06-01,Option,Sell,RSI,Sell 1 put option,100,163044.62887540937,
424c0c73-a0f7-4aa5-af11-78ec8dcfe64b,1966-06-09,Option,Buy,RSI,Buy 1 call option,100,-161975.17777759698,
34922c2a-890d-4762-a1c4-7b21d574c674,1966-06-23,Option,Sell,RSI,Sell 1 put option,100,164554.61679410096,
d2d28b78-3b4e-4044-963a-54f8a5dfdc85,1966-06-30,Option,Buy,RSI,Buy 1 call option,100,-161905.18041099596,
a5c10a0f-47c5-41d6-9cf5-0c7e53727d32,1966-08-19,Option,Buy,RSI,Buy 1 call option,100,-128665.20027470659,
0e73c683-db26-4bb8-bad2-185bf6006479,1966-09-14,Option,Sell,RSI,Sell 1 put option,100,148104.6273508005,
c6f05777-cf05-44de-ae9b-3551a4a90370,1966-10-20,Option,Sell,RSI,Sell 1 put option,100,147194.62280009736,
9d3f1e1a-9af2-4127-adde-8df713bf62a4,1966-11-18,Option,Sell,RSI,Sell 1 put option,100,153874.60713830075,
1ab91b70-4e89-473a-986e-f38ad540edb0,1966-12-02,Option,Buy,RSI,Buy 1 call option,100,-75085.2225407998,
349d6a46-b2f8-4f6c-adb1-601aede0d34f,1966-12-08,Option,Sell,RSI,Sell 1 put option,100,153794.60757718765,
5990d637-2f3a-4af2-bce2-693613099914,1967-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
44fe4c73-6ed6-4bc3-bee2-5b07f4d6c239,1966-12-28,Option,Buy,MAVG,Buy 3 call options,207,-112784.32241309281,
af59f439-9032-4dcc-95e4-e5b7d27e77ef,1966-12-28,Option,Buy,RSI,Buy 1 call option,100,-54485.1799097069,
acef5567-b4a5-4ab8-9b24-64f7a826cc76,1967-01-06,Option,Buy,RSI,Buy 1 call option,100,-72265.17741490214,
1efdcf2f-3246-4233-9fce-01815b13b6dd,1967-01-12,Option,Sell,RSI,Sell 1 put option,100,156694.60187150558,
15075c5b-a64d-4a51-8a2a-cb5c94a79a3f,1967-02-07,Option,Sell,RSI,Sell 1 put option,100,164924.5804577944,
8872e800-dc32-499a-abf9-8800d8eb4580,1967-02-10,Option,Sell,RSI,Sell 1 put option,100,165324.58255990123,
fb4a1506-334f-4aa1-8648-d9ec033a034c,1967-02-16,Option,Sell,RSI,Sell 1 put option,100,167214.58094291022,
1a28b94a-8ff9-4a4a-b28e-3b1f49a9cbeb,1967-03-01,Option,Buy,RSI,Buy 1 call option,100,-130285.20880089782,
fc58dafd-b2fd-43c9-b0d1-e1c6942aac2d,1967-03-15,Option,Sell,RSI,Sell 1 put option,100,167464.58329910223,
43e7a7b7-dc3f-4c1e-bb88-66642efbdcdf,1967-04-11,Option,Buy,RSI,Buy 1 call option,100,-133975.17180390484,
29cdb45c-dbf2-4c36-8371-d5a8ff764f94,1967-04-20,Option,Sell,RSI,Sell 1 put option,100,174604.57163359455,
6f357067-68d2-470b-8eba-3052ec320315,1967-04-25,Option,Sell,RSI,Sell 1 put option,100,175944.56881539043,
21804937-a312-425d-8cef-5665d7370755,1967-05-01,Option,Sell,PE,Sell 1 put option,100,179574.56456499995,
310fc781-d0e4-4ee3-b43b-98252813a1e9,1967-06-01,Option,Sell,PE,Buy 1 call option,100,-132355.26455279207,
c30c69a8-e236-478b-b249-ac2eaa2a26cc,1967-06-01,Option,Buy,RSI,Buy 1 call option,100,-132355.26455279207,
d88345ac-f418-4c12-8d90-bc055b0e0666,1967-06-07,Option,Buy,RSI,Buy 1 call option,100,-138285.24640079995,
230c41a2-55d8-4ea2-9115-018f394af826,1967-06-16,Option,Sell,RSI,Sell 1 put option,100,175794.56461120903,
afc40f37-9b9e-4ab8-b2ec-4938d8b9787c,1967-06-20,Option,Sell,RSI,Sell 1 put option,100,175784.56398749974,
2a98b284-938b-44c4-8916-3c22a0f789ad,1967-06-26,Option,Sell,PE,Sell 1 put option,100,174834.56424160107,
c4e59689-dac2-4b1e-aae2-5e049fd01f72,1967-06-29,Option,Buy,RSI,Buy 1 call option,100,-115055.18351560383,
aeaebd34-5fbb-473d-be00-240b1fc53c8c,1967-07-13,Option,Sell,RSI,Sell 1 put option,100,175794.56285560405,
bd68a4ed-85ae-43c2-aeed-f3f3cae9a7da,1967-07-28,Option,Sell,RSI,Sell 1 put option,100,179814.56371031297,
8863d54b-bf04-4b09-8bb5-e7f5f679245e,1967-08-18,Option,Buy,RSI,Buy 1 call option,100,-182155.21196560469,
7beb5c15-eed3-472c-8058-a07da8869fab,1967-10-24,Option,Buy,RSI,Buy 1 call option,100,-180575.23000439454,
b14e83bb-1aaa-46b1-bbf4-b6645b7f0d65,1967-11-02,Option,Buy,RSI,Buy 1 call option,100,-176445.21457589816,
c0ad1e53-81bd-450e-97ed-8c7f00327f88,1967-11-29,Option,Sell,RSI,Sell 1 put option,100,179704.57341230364,
de76a9c1-dd81-438c-8d3f-01656f6c82ad,1967-12-05,Option,Sell,RSI,Sell 1 put option,100,181034.5744749017,
cbcf7932-11b3-4e2e-88e2-d41e4f2c919f,1968-01-02,Option,Sell,RSI,Sell 1 put option,100,183904.56669019454,
db95050d-064b-4960-afbb-cce6d0c5f5cf,1968-01-24,Option,Buy,RSI,Buy 1 call option,100,-159835.26102080068,
33cc2f18-34da-4bca-8079-59fd9614fa13,1968-02-01,Option,Sell,PE,Buy 1 call option,100,-124455.21513259893,
0c95e40c-37b2-40c4-aa79-92f1ad96ec49,1968-03-06,Option,Buy,RSI,Buy 1 call option,100,-44455.26097689477,
13722a7c-911f-4d6b-8fb5-c79f66299e51,1968-04-01,Option,Sell,PE,Sell 1 put option,100,173664.5595060926,
f967d214-99c2-41ef-817d-8c3666cdd04e,1968-04-02,Option,Sell,RSI,Sell 1 put option,100,175544.55634138797,
f656a7b1-1c87-428b-823e-0e37b452af05,1968-05-07,Option,Sell,RSI,Sell 1 put option,100,187064.549596213,
4bde7cd6-936d-45af-9c4c-f42cacf45c2e,1968-06-04,Option,Sell,RSI,Sell 1 put option,100,191254.54065650195,
98080572-a085-48e6-9b41-0d148eadbeb0,1968-08-13,Option,Buy,RSI,Buy 1 call option,100,-130035.29012449432,
48e50b70-5cd2-405c-9426-fc26db3770f6,1968-08-20,Option,Sell,RSI,Sell 1 put option,100,188584.52695820288,
516e499f-e298-4512-9c02-e16890c499aa,1968-09-06,Option,Sell,RSI,Sell 1 put option,100,192324.51776441126,
9c5a95c6-9f20-4dc3-97e4-db56db67f434,1968-10-18,Option,Sell,RSI,Sell 1 put option,100,198364.52499468828,
f7125e8c-6446-44e0-b45c-05530ab242b5,1968-11-15,Option,Sell,RSI,Sell 1 put option,100,200854.51760271442,
ca263885-e578-40f8-bee8-b34909bb9bbf,1968-12-17,Option,Buy,RSI,Buy 1 call option,100,-207575.22638000143,
0c56334d-2911-4921-87c7-95e800bc3334,1969-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
6d4f4045-437f-41ee-bee3-2bd93d4152c9,1968-12-24,Option,Buy,RSI,Buy 1 call option,100,-203795.23014529204,
6266c35b-c0c9-427e-b715-5e7fd92de619,1969-01-29,Option,Sell,RSI,Sell 1 put option,100,195014.5277435926,
f2ef570c-97f4-4ff5-a038-3b5adf718208,1969-02-04,Option,Sell,RSI,Sell 1 put option,100,195934.52208410305,
8345eb60-ba94-4708-9224-e402b0c8f378,1969-02-20,Option,Buy,RSI,Buy 1 call option,100,-159755.25033240148,
15fa4099-08e1-463c-868e-94dfbcff8edc,1969-05-02,Option,Sell,RSI,Sell 1 put option,100,197494.55308429676,
2e9dbbee-790f-4e8f-a52d-c244f6f4bc8c,1969-05-27,Option,Buy,MAVG,Buy 3 call options,231,-464876.46183869976,
23d298b4-010b-45ee-8811-3e4fe7825e27,1969-07-01,Option,Sell,PE,Buy 1 call option,100,-187075.21750960793,
be765537-54c7-48eb-898c-a8bb593d8d6c,1969-07-16,Option,Buy,RSI,Buy 1 call option,100,-176975.1684105059,
d2eba175-200b-4a5f-8da8-186548f00840,1969-07-22,Option,Buy,RSI,Buy 1 call option,100,-168505.1723606058,
5f950f26-98c6-4622-ae10-5c67df9a489e,1969-08-13,Option,Sell,RSI,Sell 1 put option,100,175974.55888240345,
6565288c-978f-4156-a5ad-903e16540020,1969-08-26,Option,Sell,RSI,Sell 1 put option,100,180134.56283249962,
d3d5bf7b-9874-4c51-b2b0-0adc72ebab5e,1969-09-09,Option,Buy,RSI,Buy 1 call option,100,-176535.21189630555,
ff23cc8f-0c8e-4ad1-b702-34a27225b1af,1969-09-24,Option,Sell,RSI,Sell 1 put option,100,181114.569854903,
34c5801a-c80b-435c-b170-ea9cf07e4bb6,1969-10-01,Option,Buy,RSI,Buy 1 call option,100,-177345.21078749912,
ab24158d-c930-445c-8d19-97cad5a3e7ac,1969-10-07,Option,Buy,RSI,Buy 1 call option,100,-177715.21483000077,
304796f1-f8ed-4869-8a14-f4627838bb28,1969-10-16,Option,Sell,RSI,Sell 1 put option,100,181334.56655160346,
e955f423-ad88-4fc0-9e32-3b556218b145,1969-11-14,Option,Sell,RSI,Sell 1 put option,100,184844.57412839995,
a9121a13-d13c-4721-81a3-808ac8885c47,1969-11-21,Option,Buy,RSI,Buy 1 call option,100,-181145.20198640472,
594e4b89-0cd6-42cc-b3f9-3f307596132a,1970-01-02,Option,Sell,RSI,Sell 1 put option,100,174174.57927970335,
202750f2-5292-4ed9-b9aa-7db6c4382601,1970-01-07,Option,Sell,RSI,Sell 1 put option,100,175654.5805501957,
58616fd2-89c6-4b31-8dae-3b2e01e9d27d,1970-01-20,Option,Buy,RSI,Buy 1 call option,100,-170305.1978976949,
d83dcfda-f5e1-4205-a2e4-82fb8eb90e30,1970-02-26,Option,Sell,RSI,Sell 1 put option,100,168504.63335679725,
cd6bb577-dead-466f-bb58-b7117ee9fd0a,1970-03-17,Option,Buy,RSI,Buy 1 call option,100,-164155.1706627931,
4ce781fc-4ae6-414c-8e74-387ff10d1ad9,1970-03-31,Option,Sell,RSI,Sell 1 put option,100,168944.62323900487,
f24fca58-9d40-41e3-87d6-796a1312c9ff,1970-04-10,Option,Buy,RSI,Buy 1 call option,100,-166965.16863000114,
0c39fda9-5182-49e4-8249-269f5c0fc415,1970-05-15,Option,Buy,RSI,Buy 1 call option,100,-141345.17422019504,
4f6d82e9-2554-4220-9afb-d926cb132007,1970-05-22,Option,Buy,RSI,Buy 1 call option,100,-87585.22777759779,
cad7fb89-b8f8-4ec0-af67-d554bba582f9,1970-06-10,Option,Sell,RSI,Sell 1 put option,100,144964.63252519557,
9e1467e7-e184-4c5d-84c4-5df03a0e81a6,1970-06-17,Option,Buy,RSI,Buy 1 call option,100,-85165.20958170005,
63e0056b-90fc-4a4b-9b1d-0a602f7a0e16,1970-07-02,Option,Buy,RSI,Buy 1 call option,100,-28435.203716602613,
bdf93ce6-19bd-49f1-82c2-c1a262d459ed,1970-08-12,Option,Buy,RSI,Buy 1 call option,100,-51215.21558769559,
b3145e9a-c3ba-4de1-bc67-40ddf534db5c,1970-08-26,Option,Sell,RSI,Sell 1 put option,100,150864.61801839748,
90dc66b1-0d27-421e-b339-ea2a1350a10a,1970-10-01,Option,Sell,RSI,Sell 1 put option,100,159164.59256218892,
34fdabae-06bf-491a-b91e-0045473f5feb,1970-10-21,Option,Buy,RSI,Buy 1 call option,100,-60545.16577710975,
620c9628-ccd3-4b43-9095-5b4f3315cf7c,1970-11-11,Option,Sell,RSI,Sell 1 put option,100,159734.57902560363,
959ec889-a3e0-4339-865f-79b240fa975a,1970-11-20,Option,Buy,RSI,Buy 1 call option,100,-2015.296841993113,
492f9d6d-b61d-46a8-bb0c-740d3c7f7e14,1970-12-01,Option,Sell,PE,Sell 1 put option,100,163634.57507550713,
ad6200a3-8f9c-48c6-a857-d73a343aeeea,1970-12-01,Option,Sell,RSI,Sell 1 put option,100,163634.57507550713,
f1b17f88-bcf2-48b8-b06d-c51e2f492882,1971-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
05312c34-5e07-4f1c-b372-951877152e9b,1970-12-30,Option,Sell,RSI,Sell 1 put option,100,174384.5562258975,
6e95960e-db86-48bf-85b5-b6ed23b1e558,1971-01-07,Option,Sell,RSI,Sell 1 put option,100,175104.55218340014,
689b62f4-5412-4455-adee-8a1c130d8591,1971-01-20,Option,Sell,RSI,Sell 1 put option,100,177984.54315129056,
5bb1edbf-e4ea-46b8-b9c2-ebd716dd67df,1971-03-09,Option,Sell,RSI,Sell 1 put option,100,188924.53642919927,
f9561f91-5d20-487e-8c92-57efa397bea9,1971-04-08,Option,Sell,RSI,Sell 1 put option,100,194104.53398058738,
93220187-bc7e-4a24-a46e-27e3505e747e,1971-05-13,Option,Buy,RSI,Buy 1 call option,100,-198385.21607740258,
e44dd8e1-15d9-414a-91d7-e16e3b19bb93,1971-06-15,Option,Sell,RSI,Sell 1 put option,100,191054.5365216024,
7fcce250-9917-4b55-99c6-5fbabd6b1389,1971-06-22,Option,Buy,RSI,Buy 1 call option,100,-167275.2709075989,
b0f7222b-11a8-4ede-92c1-dfb10bbf0274,1971-07-07,Option,Sell,RSI,Sell 1 put option,100,189824.54037929702,
e6263e2e-8b11-4a79-ae70-e28fae8acee4,1971-07-27,Option,Buy,RSI,Buy 1 call option,100,-188595.2207666991,
971d0220-2e5d-438a-ac65-73d7e993bc3d,1971-07-30,Option,Sell,MAVG,Sell 2 call options,200,365809.12307781156,
0d9c3979-fa18-49b5-a0b7-90ed0f4922e5,1971-08-19,Option,Sell,RSI,Sell 1 put option,100,187374.5580739071,
97035b06-39d4-48b3-88ea-48544f715d30,1971-09-23,Option,Buy,RSI,Buy 1 call option,100,-162055.24372579996,
01bee96f-61a8-47aa-b163-473b01afa10a,1971-10-08,Option,Sell,RSI,Sell 1 put option,100,190204.53088521244,
9c63673e-701f-4a6d-81fa-739b5327bc8a,1971-10-13,Option,Sell,RSI,Sell 1 put option,100,189314.53132410138,
80bd7e87-f2f2-4a1d-b3c9-a8a93a5082bf,1971-10-20,Option,Buy,RSI,Buy 1 call option,100,-118885.26954699219,
0d3ecf31-7722-41df-931b-99d53bf1794b,1971-11-01,Option,Sell,PE,Buy 1 call option,100,-81165.23060960867,
4014a382-0323-4946-8f55-adf41813dd0e,1971-11-19,Option,Buy,RSI,Buy 1 call option,100,-40675.183982207534,
c2dfb34e-8fcd-483a-b29b-845d5fec7d22,1971-12-01,Option,Sell,PE,Sell 1 put option,100,178294.537584199,
cea27c40-14de-4ed2-b721-4154281b854d,1972-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
491d654f-cc85-4b71-a2c4-a537c6780ff5,1972-01-07,Option,Sell,RSI,Sell 1 put option,100,196954.5091018955,
9392e808-3c53-428e-a627-97df59ebefe7,1972-01-13,Option,Sell,RSI,Sell 1 put option,100,197144.50716150517,
dcc064a6-50a4-44dc-bf77-821991fef927,1972-01-19,Option,Sell,RSI,Sell 1 put option,100,198074.5066763876,
53079b83-6ac6-4430-a132-e7467740cb2c,1972-02-09,Option,Sell,RSI,Sell 1 put option,100,199474.51305200974,
ad9f497a-fb46-4f30-9aed-6b97fc6f201a,1972-03-01,Option,Sell,RSI,Sell 1 put option,100,203004.49819869,
2ba18304-d598-4a3f-af95-f340c7e875a7,1972-03-23,Option,Buy,RSI,Buy 1 call option,100,-189325.23077359426,
07b6ecc2-2d59-49be-a50b-8bebee829ac7,1972-04-07,Option,Sell,RSI,Sell 1 put option,100,209414.49685890484,
f1f8adc7-dbe1-4248-ba74-19ba2bf580f5,1972-04-27,Option,Buy,RSI,Buy 1 call option,100,-199815.25855599434,
e63d44a1-a7c0-4687-8c26-09aef47975fb,1972-05-24,Option,Sell,RSI,Sell 1 put option,100,210594.4883349997,
47fdfc6a-7a14-44f5-9d95-c1bbb083c23c,1972-06-08,Option,Buy,RSI,Buy 1 call option,100,-172995.24694130756,
6482181d-ec57-48e1-b6b0-3d8e96225ac5,1972-06-30,Option,Buy,RSI,Buy 1 call option,100,-178685.21331460794,
b6f7e4a4-7072-4986-9fa6-cabfa2acac02,1972-07-21,Option,Buy,RSI,Buy 1 call option,100,-181015.20991890403,
d157e46d-1111-4e2f-95ba-bdb450f27223,1972-08-02,Option,Sell,RSI,Sell 1 put option,100,207704.49413310373,
4559228a-e1bc-413b-9e1a-12cfdc8bfd42,1972-11-01,Option,Sell,Unemployment,Sell 1 put option,100,214674.8711250977,
eef21fd8-313a-425c-bcdb-6101385fc692,1972-08-24,Option,Sell,RSI,Sell 1 put option,100,214804.47223429778,
113fc491-fc56-45ac-84d3-1268015ff967,1972-08-30,Option,Buy,RSI,Buy 1 call option,100,-150905.29962320172,
65a9672f-8d66-4293-ad9e-b433bee01f75,1972-09-08,Option,Buy,RSI,Buy 1 call option,100,-136325.26260310612,
7e91d97d-c9c1-4b85-8cce-1722b335efd3,1972-09-14,Option,Buy,RSI,Buy 1 call option,100,-113075.25410460982,
6b183554-94da-46db-b464-15fa2f7d6bf6,1972-10-17,Option,Buy,RSI,Buy 1 call option,100,-81025.21558300711,
538e9724-b2ca-4ba3-a69a-28a4fdd467cb,1972-10-31,Option,Sell,RSI,Sell 1 put option,100,212184.4755376157,
657fc744-8584-4bae-aad6-2e1938081225,1972-11-01,Option,Buy,Unemployment,Buy 1 call option,100,-173325.66484110913,
8e79b0e4-7613-4bf7-b63d-028c9d4e4e32,1972-12-01,Option,Sell,RSI,Sell 1 put option,100,222674.47251150382,
dbdceec7-e216-46de-b1b8-51103f56a28f,1972-12-22,Option,Buy,RSI,Buy 1 call option,100,-222675.25500089742,
295712bd-012b-430e-b0d8-6a315e8011c0,1973-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
077cf607-becc-4328-b95d-a0bb529bf0ae,1973-01-04,Option,Sell,RSI,Sell 1 put option,100,228074.47144890417,
b73f03c0-ea18-4034-aab2-f8bdff0b7011,1973-02-01,Option,Sell,PE,Buy 1 call option,100,-225005.24740099674,
429b8b8c-1f7d-4a1f-bda2-03f1120bdf13,1973-02-28,Option,Buy,RSI,Buy 1 call option,100,-214265.2493414044,
29091242-a06a-48cc-aa77-ef342cec5327,1973-03-15,Option,Sell,RSI,Sell 1 put option,100,219374.48424629006,
709f25c6-453e-48cb-9080-2dbe54812d98,1973-03-22,Option,Sell,MAVG,Sell 2 call options,200,423189.0095644114,
1482fd54-49b7-4170-af5e-9f9e346954e7,1973-03-22,Option,Buy,RSI,Buy 1 call option,100,-212825.24021689667,
40e5f9cc-3b46-46ee-884a-bc5f476bfc96,1973-04-26,Option,Buy,RSI,Buy 1 call option,100,-208415.24980339865,
a01fa39b-00b8-41b7-b6ef-53492ba84ac6,1973-06-27,Option,Buy,RSI,Buy 1 call option,100,-157045.2680016018,
e0df0083-cc0d-4695-9667-f31b8ca5413d,1973-07-20,Option,Sell,RSI,Sell 1 put option,100,202344.4998387922,
4c8d96df-b770-4790-a1d1-eeb125a1b822,1973-08-10,Option,Buy,RSI,Buy 1 call option,100,-196935.27509099513,
8f657d4f-b009-4f78-b632-8675b067ced6,1973-09-05,Option,Sell,RSI,Sell 1 put option,100,198114.5416728916,
6e366f7a-d874-4143-aeb6-86b7c1f8939a,1973-09-26,Option,Sell,RSI,Sell 1 put option,100,206114.5335647855,
0a265490-9e6b-41e2-80d6-456a64363e80,1973-10-09,Option,Sell,RSI,Sell 1 put option,100,209494.51690968862,
af4505a0-1e3d-4573-a7db-97448fd4ec73,1973-10-16,Option,Sell,RSI,Sell 1 put option,100,209154.52942988524,
