OrderID,Date,Order_type ,Action,Indicator,Set_description,Number of Sets,Profit
4637be1e-4e9d-4b69-8f10-daeceb59e11d,1973-10-18,Option,Buy,MAVG,Buy 3 call options,222,-468165.1832302991,
61d37dfb-de66-426b-a02f-763e4c6b0a66,1973-11-06,Option,Buy,RSI,Buy 1 call option,100,-201455.2191958984,
7d54bc1c-19ae-46a1-b0c8-99420d64fa6c,1973-11-13,Option,Buy,RSI,Buy 1 call option,100,-199255.21328230563,
f63d0594-8752-4bf1-a8ee-ea672f7d46c1,1973-11-21,Option,Buy,RSI,Buy 1 call option,100,-187495.2131436928,
bf16123e-7475-4d17-8365-42f95c9cd5a4,1973-12-03,Option,Sell,MAVG,Sell 2 call options,174,316044.1308476126,
eca92f9a-fc29-41fc-8ce8-d4e46601413b,1973-12-04,Option,Buy,RSI,Buy 1 call option,100,-162005.25067429873,
07cf0243-3784-4562-abbd-fc98a8064702,1973-12-26,Option,Buy,RSI,Buy 1 call option,100,-141725.26554839627,
afc8b86c-0bc2-4dc1-a5e6-a37d4ecf623b,1974-02-07,Option,Buy,RSI,Buy 1 call option,100,-176225.21127259883,
0a633e35-a486-475e-869f-c7b1186a04f4,1974-02-26,Option,Sell,RSI,Sell 1 put option,100,179034.57586089862,
55a211ec-94b2-4c40-ad3b-97b48b1589cf,1974-03-13,Option,Sell,RSI,Sell 1 put option,100,186774.55590250043,
bac6f5f8-d980-46e4-89c1-4deacc8cde6d,1974-03-29,Option,Buy,RSI,Buy 1 call option,100,-178475.20237910273,
7694e92c-2eb2-4ca4-b566-b0df45d860a7,1974-05-02,Option,Buy,RSI,Buy 1 call option,100,-172715.18595499918,
a7da93d0-c399-4fe0-9c9d-4684042750da,1974-05-30,Option,Buy,RSI,Buy 1 call option,100,-162885.16387140553,
af3cb073-bb27-40ac-b774-4c18e7a28503,1974-06-07,Option,Sell,RSI,Sell 1 put option,100,173514.62889849851,
4f44f18d-ea72-45bd-83b7-379ba7d668f2,1974-07-26,Option,Sell,RSI,Sell 1 put option,100,157354.6420423858,
c6815631-1948-4f6f-ac49-0aca1946c1a6,1974-08-02,Option,Buy,RSI,Buy 1 call option,100,-145845.1716560952,
9e256923-b721-4514-b43e-5dfca6ae5036,1974-08-21,Option,Buy,RSI,Buy 1 call option,100,-139295.1600136928,
2495b761-ab3c-4b22-997c-a48f5114799e,1974-09-05,Option,Buy,RSI,Buy 1 call option,100,-128155.15516269543,
722660e3-da84-4325-a401-ae6492daf941,1974-09-18,Option,Buy,RSI,Buy 1 call option,100,-125605.15352259712,
6cfb144a-a272-4b4a-baba-7f88b1ce9e97,1974-10-03,Option,Buy,RSI,Buy 1 call option,100,-65485.14858150446,
92444399-bec7-48cc-8aac-5a47f73613e0,1974-10-15,Option,Sell,RSI,Sell 1 put option,100,138514.66424150093,
f4990072-a7b6-435d-a265-cb239c63730c,1974-11-08,Option,Sell,RSI,Sell 1 put option,100,140874.6438904106,
720949f9-e200-475e-88fb-e50c953b422d,1974-11-20,Option,Buy,RSI,Buy 1 call option,100,10104.841735000267,
24724ae0-1daf-4ce8-b9f2-2154906956e5,1974-12-10,Option,Buy,RSI,Buy 1 call option,100,66154.865266993,
0fa12022-9b47-49ad-bb4d-639fe4508c8a,1975-01-07,Option,Sell,RSI,Sell 1 put option,100,129484.64899550746,
4f3059e9-e316-494c-99b0-2ac332c3ff26,1975-01-29,Option,Sell,RSI,Sell 1 put option,100,139914.62517939456,
328cc48b-61f7-4192-b2a2-f323997f5b63,1975-02-14,Option,Sell,RSI,Sell 1 put option,100,152214.59972320255,
5966daef-1580-4fe0-b3d4-9c9697d24274,1975-03-12,Option,Sell,RSI,Sell 1 put option,100,160474.59443330034,
09b5a87a-4d4e-4c0d-bedb-8b8f71802371,1975-03-26,Option,Buy,RSI,Buy 1 call option,100,-40225.22626220673,
4983a967-dbaf-4857-9e6b-7b4995b22ba7,1975-04-17,Option,Sell,RSI,Sell 1 put option,100,163274.5790949009,
71a55a78-a448-4825-92c3-97b49121fd44,1975-05-06,Option,Sell,RSI,Sell 1 put option,100,168514.58865830078,
ca7f23b5-66c3-4503-9dbc-2b51009267a2,1975-05-30,Option,Buy,RSI,Buy 1 call option,100,-168255.1956108003,
d46af62f-4543-4358-b4c5-9ee9f193dffe,1975-06-05,Option,Sell,RSI,Sell 1 put option,100,174424.5886351984,
093a4fd8-921f-4a51-ab39-804cb15ca25d,1975-06-19,Option,Buy,RSI,Buy 1 call option,100,-169905.18962789094,
e6e87416-2d1a-454d-8717-eb57921c01af,1975-06-26,Option,Sell,RSI,Sell 1 put option,100,178604.58500849418,
cefe9f4a-9cba-437f-bd50-abb52c612744,1975-07-25,Option,Buy,RSI,Buy 1 call option,100,-160995.21954009775,
1dbba444-2d6f-4880-8652-303a6e27788e,1975-08-15,Option,Buy,RSI,Buy 1 call option,100,-102355.17064890475,
54c2bbb2-9a87-40b3-b906-3bc06fb49c07,1975-08-22,Option,Buy,RSI,Buy 1 call option,100,-84855.17785380728,
ed3f8370-7cf5-4fc6-a80d-3b68019ffcf3,1975-09-05,Option,Sell,MAVG,Sell 2 call options,200,319869.19704401953,
7d9bc7f1-3f4e-4a0b-9218-463696d331d7,1975-09-30,Option,Sell,RSI,Sell 1 put option,100,159994.59514939642,
80bd664f-3c05-45c6-afcd-7087bce3a921,1975-10-15,Option,Sell,RSI,Sell 1 put option,100,166584.57124089907,
607aa63e-a591-421c-b918-93ba8016bb8a,1975-11-18,Option,Sell,RSI,Sell 1 put option,100,171624.55848970564,
0e6e928d-275d-4889-9443-263c71dea8c8,1975-12-05,Option,Buy,RSI,Buy 1 call option,100,-41215.16095380668,
9946df7f-a15b-4d0e-ba2c-c1b20fd51d9f,1975-12-09,Option,Buy,RSI,Buy 1 call option,100,-40555.218944102584,
88f7d5e3-aac9-4c59-ad3c-c55cc8cda004,1975-12-11,Option,Buy,RSI,Buy 1 call option,100,-37925.23233980509,
9a4d56a5-151a-4375-9c89-7b92b8cc413f,1975-12-23,Option,Sell,RSI,Sell 1 put option,100,162024.5640567971,
b2e7374b-e892-44a0-a714-f4ca99b28fba,1976-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
1f5928d2-a90e-4431-b974-22a1381c33b7,1975-12-30,Option,Sell,RSI,Sell 1 put option,100,165284.5542162122,
f04bebd2-29d2-49f7-80cf-5e8811063f3c,1976-01-06,Option,Sell,RSI,Sell 1 put option,100,166784.54978099398,
b29eafa1-2bbc-4b15-9d34-75f477a40084,1976-02-06,Option,Sell,RSI,Sell 1 put option,100,190284.5350663087,
fa7e6c16-58f1-4fdb-b06b-a7ea49454e83,1976-02-24,Option,Sell,RSI,Sell 1 put option,100,193204.53180919794,
0defaeaa-9756-4fe3-bb41-b792c19f708d,1976-03-09,Option,Buy,RSI,Buy 1 call option,100,-190205.22903650592,
09e22e95-564c-469d-b100-41334e33b845,1976-03-31,Option,Sell,RSI,Sell 1 put option,100,192364.5254335942,
e063c578-c02c-400d-b3f2-1b531ccf3539,1976-04-07,Option,Sell,RSI,Sell 1 put option,100,193454.5207442958,
8193aa7f-a1c7-4a35-bb18-3fc7d1f5716e,1976-05-07,Option,Buy,RSI,Buy 1 call option,100,-151755.28123330034,
17d8a680-b8f8-42e7-a1ad-5244bf9cde75,1976-05-26,Option,Buy,RSI,Buy 1 call option,100,-155645.22552759678,
88b838a1-41de-4b83-af50-599de8687bac,1976-07-01,Option,Sell,RSI,Sell 1 put option,100,193274.5144380063,
af043ad2-4ec6-4592-807f-b705acec161f,1976-07-14,Option,Sell,RSI,Sell 1 put option,100,196354.52111390684,
df89148f-775a-41fd-8d71-95cf4eb00673,1976-07-28,Option,Buy,RSI,Buy 1 call option,100,-191985.23116169963,
53e433ef-b05a-4805-a5ef-60373726d31e,1976-08-26,Option,Buy,RSI,Buy 1 call option,100,-188545.23552759725,
c0294417-47c9-4e08-a4b2-fbb76b6cb9f2,1976-09-08,Option,Sell,RSI,Sell 1 put option,100,193184.51815710773,
801c7a19-cc32-4db3-b44f-ffd6124e0a4e,1976-09-21,Option,Sell,RSI,Sell 1 put option,100,193734.51356019662,
7662f109-4844-478f-8139-8d08a22457e3,1976-09-29,Option,Sell,RSI,Sell 1 put option,100,195214.51032620974,
18e14b88-4dba-4bd9-87f3-6f46ecf8ba2d,1976-10-01,Option,Sell,PE,Buy 1 call option,100,-181865.2656453906,
357b7388-0805-4c32-a85f-11b76827e6f6,1976-10-07,Option,Buy,RSI,Buy 1 call option,100,-159185.28416699264,
40f10a63-7793-4616-83f7-89e4cf4838de,1976-11-01,Option,Sell,PE,Buy 1 call option,100,-189445.23545830103,
f5da3eb8-b1f0-4ab3-b09e-c37c8f157040,1976-11-12,Option,Sell,MAVG,Sell 2 call options,200,363129.0742905854,
cc3edadd-3d59-4f8e-b4b6-c037cf1f1c91,1976-11-12,Option,Buy,RSI,Buy 1 call option,100,-171895.1926863077,
27cda723-1f16-41bb-8768-62102997847f,1976-11-16,Option,Buy,RSI,Buy 1 call option,100,-180565.24150820158,
6cfe48be-12d5-40f8-9ee8-d75871e33fa2,1976-11-24,Option,Sell,RSI,Sell 1 put option,100,189154.53234050612,
4cabb369-116d-438a-9505-aa08c2970d21,1976-12-01,Option,Sell,PE,Sell 1 put option,100,189484.53356480357,
bdd634ed-e108-48ed-be5f-4ca3d3acfdd7,1977-03-01,Option,Sell,Unemployment,Sell 1 put option,100,184004.8847079,
47dc8db9-467e-4282-92fb-84adb64ba71e,1976-12-10,Option,Sell,RSI,Sell 1 put option,100,194324.52735089953,
17e83599-3948-4793-88ef-094a138cb44a,1976-12-15,Option,Sell,RSI,Sell 1 put option,100,195514.52300810456,
50a02198-9abe-40f6-908c-a0d0ff59e1ce,1977-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
ee77728c-fc9a-4f30-bd74-da9feabe38e5,1977-01-03,Option,Buy,MAVG,Buy 3 call options,282,-563648.146273769,
1bcce79f-12db-42a6-a411-7d7db89050b7,1977-01-04,Option,Sell,RSI,Sell 1 put option,100,199004.52365490166,
e1f39c3a-42ee-4189-a546-316e26c4a5f3,1977-01-13,Option,Buy,RSI,Buy 1 call option,100,-190205.23134650604,
d60fafa4-fc4a-40d3-ba15-b425e26e2f69,1977-01-26,Option,Sell,PE,Sell 1 put option,100,190044.53735320127,
e2e0eced-2be6-4f58-bd63-13b26a042bf9,1977-02-01,Option,Sell,PE,Buy 1 call option,100,-186265.2273964032,
ef6791cd-01d4-4bd0-9f6c-1b5d79da7807,1977-02-04,Option,Buy,RSI,Buy 1 call option,100,-185885.230907597,
a9c7a7c5-19c5-43d4-a745-0fe4b663ea46,1977-02-08,Option,Buy,RSI,Buy 1 call option,100,-185765.22982189606,
eb10e88b-51cd-4487-a717-d823dc2e9978,1977-02-15,Option,Buy,RSI,Buy 1 call option,100,-182165.22875929775,
4a1174f0-465a-4bee-a1e5-213558b4033a,1977-02-17,Option,Buy,RSI,Buy 1 call option,100,-183625.23046869374,
0f380a7e-ccfc-4e26-9bb2-3f641cc9292a,1977-03-01,Option,Buy,Unemployment,Buy 1 call option,100,-182465.56005948666,
b1c52da2-d123-4ce3-a12e-c65dc26048f3,1977-03-18,Option,Sell,RSI,Sell 1 put option,100,188204.53409609405,
54f33ad3-39ce-47ab-950b-8f90b05111cc,1977-03-30,Option,Buy,RSI,Buy 1 call option,100,-168645.2232638077,
ca9ed9c7-ec47-4431-bc82-9e8ec9557148,1977-04-28,Option,Buy,RSI,Buy 1 call option,100,-146885.25162369187,
692f96e8-81ab-4f97-9a9c-f3e732e64fd3,1977-05-11,Option,Sell,RSI,Sell 1 put option,100,173414.54386740178,
5ad800f0-0ae2-4fed-a6e9-945cd09367ee,1977-05-31,Option,Buy,RSI,Buy 1 call option,100,-166995.22189859653,
57459e15-f6ae-4c67-8af4-4d641399fff3,1977-06-15,Option,Sell,RSI,Sell 1 put option,100,177384.54749410032,
bc0cb606-233c-495e-a82e-e19aea6b3710,1977-07-12,Option,Buy,RSI,Buy 1 call option,100,-171305.22169070202,
54dcd0fc-374a-488c-9dad-6cf504733a6b,1977-07-21,Option,Sell,RSI,Sell 1 put option,100,178344.549111094,
847140bb-fba8-485a-86ea-3bb2c1480415,1977-08-01,Option,Buy,MAVG,Buy 3 call options,147,-249525.46447578192,
931e0dbb-9b0e-4cf5-b846-78ce9669d348,1977-08-04,Option,Buy,RSI,Buy 1 call option,100,-168675.21101849622,
97c0dcda-8443-4db1-bef3-393ac2f07af0,1977-08-16,Option,Sell,MAVG,Sell 2 call options,160,268007.28238463256,
1f33069f-910f-413f-b7e7-d85bc1b21fd0,1977-08-26,Option,Buy,RSI,Buy 1 call option,100,-161585.26289189467,
e6a3b4f9-be37-4bdf-9ad9-73fb3d2d7e5e,1977-09-22,Option,Buy,RSI,Buy 1 call option,100,-165535.2136750007,
a541b5d1-7142-467d-9c9e-a3bcebc8fda2,1977-09-30,Option,Buy,RSI,Buy 1 call option,100,-168295.21887249954,
293592f1-3072-4f00-bad1-26c9ad4e3aa2,1977-12-08,Option,Buy,RSI,Buy 1 call option,100,-159075.20180160122,
a8ebbe13-44a4-485b-ad5d-fa0a43d77a01,1978-01-03,Option,Sell,RSI,Sell 1 put option,100,163484.57426701015,
d606af37-0d33-4093-9ef3-5b9550f918e7,1978-01-10,Option,Buy,RSI,Buy 1 call option,100,-147035.20829269546,
cc235d11-151a-409d-97a5-1079246a1073,1978-02-23,Option,Buy,RSI,Buy 1 call option,86,-43623.69417028029,
b79559f3-e422-4c48-b607-b061ee056b6b,1978-03-16,Option,Sell,RSI,Sell 1 put option,100,158654.5641260935,
00a9f9aa-f2b2-43f7-9735-efe971e57231,1978-04-05,Option,Buy,RSI,Buy 1 call option,97,-74627.21156815399,
15dfdc97-f17a-45e0-8b60-9158b8f6b437,1978-04-12,Option,Sell,RSI,Sell 1 put option,100,129224.57144880679,
cf94e286-ac4d-45cd-87c0-00b59a687028,1978-05-04,Option,Buy,MAVG,Buy 3 call options,99,-126784.56039936183,
13b7e2e3-faef-4b2f-9c7b-45f97d085c7b,1978-05-19,Option,Sell,RSI,Sell 1 put option,100,183744.53044628937,
1f1c20a9-b419-4ea6-a027-0c909debdcd2,1978-05-24,Option,Sell,RSI,Sell 1 put option,100,182484.53423470797,
ae33d9a1-5d5b-47d7-bbc7-bcc20a9c2f75,1978-06-01,Option,Buy,RSI,Buy 1 call option,100,-116345.22883089863,
22b728a6-e0a2-4574-b84f-44be4da5db63,1978-06-08,Option,Sell,RSI,Sell 1 put option,100,186864.5273046882,
abeb0fe7-d3fc-4413-a997-93fb342cf4cc,1978-06-21,Option,Buy,RSI,Buy 1 call option,100,-108745.26841509741,
8d935667-5e60-4ddc-a59c-f722d99d577d,1978-07-07,Option,Buy,RSI,Buy 1 call option,92,-72050.03742310783,
fb83a3b8-747d-4142-a94d-6469c9b6d79b,1978-07-18,Option,Sell,RSI,Sell 1 put option,100,168234.53243290968,
cebcb9c7-a5f2-43c1-8fa3-6203002e4ebe,1978-07-21,Option,Sell,RSI,Sell 1 put option,100,167444.54141880615,
3bc2d6e2-f142-42e2-a8c4-d3e39a04aedf,1978-09-13,Option,Sell,RSI,Sell 1 put option,100,200634.5285290036,
729434b4-6ad6-4453-923f-9558158cfb2c,1978-09-22,Option,Buy,RSI,Buy 1 call option,100,-187355.21871079865,
e89940f4-2db3-4c0a-ab8f-4e350b55e8d5,1978-10-11,Option,Sell,RSI,Sell 1 put option,100,191124.530469395,
02d45c15-7284-4a63-9fd9-e22bb6531154,1978-10-13,Option,Sell,RSI,Sell 1 put option,100,191214.52956851327,
8a7bb8c6-c897-4498-a033-1e5e769acdf3,1978-11-13,Option,Sell,MAVG,Sell 2 call options,200,341249.1100032035,
63abe2d0-0be1-4d5a-9a4c-aaf70b91c33d,1978-11-17,Option,Buy,RSI,Buy 1 call option,100,-118505.18838970631,
b200f7ec-b252-4a81-9417-3ac7c031b3a5,1978-11-29,Option,Sell,RSI,Sell 1 put option,100,177344.5551632989,
8728bfd1-795a-40dc-bc6d-1f59ffba50ac,1978-12-20,Option,Buy,RSI,Buy 1 call option,100,-101625.23344859487,
58a8f67c-6f8f-44b5-904b-b99e9d444c52,1979-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
1ef02216-dc59-4255-8346-c166c2c2e665,1979-01-03,Option,Sell,RSI,Sell 1 put option,100,177834.5432898999,
a7e9ca14-a0d6-464c-a995-ba475e76381a,1979-01-12,Option,Sell,RSI,Sell 1 put option,100,177984.53423470413,
144e3fff-c97c-4482-97c1-15cb2fefdb98,1979-02-08,Option,Buy,RSI,Buy 1 call option,100,-148395.28908269654,
30efea92-7507-4da5-886e-8bfbef96f7dd,1979-02-23,Option,Sell,RSI,Sell 1 put option,100,171554.54211179636,
34878123-8e19-484c-beb6-43aaf127f975,1979-03-01,Option,Buy,RSI,Buy 1 call option,100,-123485.19111550704,
9a4057cc-57b9-43ca-be69-607b28eee9e7,1979-03-15,Option,Sell,RSI,Sell 1 put option,100,172014.5320864076,
559592fc-3792-4679-87c2-b68bb879199a,1979-03-26,Option,Buy,MAVG,Buy 3 call options,174,-273363.0951512116,
d1d1a35b-5c9c-4caf-9998-0f8fa87eb7bd,1979-03-29,Option,Sell,RSI,Sell 1 put option,100,172384.5292681842,
93d3ee5f-ec3e-4fe8-8808-1bb9421d413d,1979-05-09,Option,Buy,RSI,Buy 1 call option,100,-115225.19093300615,
cb7e2c4b-d9a4-4d04-beb5-11d1a21dc10a,1979-05-30,Option,Sell,RSI,Sell 1 put option,100,168634.51677109432,
c4c9c295-bb3c-4821-b2e0-c86c0e176bde,1979-06-14,Option,Sell,RSI,Sell 1 put option,100,166284.5153157994,
0ff47f8c-932b-4c58-9114-f754a138d93b,1979-07-11,Option,Sell,RSI,Sell 1 put option,100,171374.50651470784,
158f4e15-1a9a-47ca-9370-50825a60e616,1979-07-25,Option,Buy,RSI,Buy 1 call option,100,-162775.23264009858,
786f9be2-e7e4-4fe4-b16f-9b1e29c49f3b,1979-08-02,Option,Sell,RSI,Sell 1 put option,100,175464.52219961048,
c1f43d50-d392-4533-baa2-5b358c435de3,1979-09-06,Option,Buy,RSI,Buy 1 call option,100,-185125.25668490332,
f763196e-aa87-4c14-9297-ca89d1687b53,1979-10-12,Option,Buy,RSI,Buy 1 call option,100,-145895.25190550715,
b6784559-a1f7-45ce-a3ea-4fd8f4c99cca,1979-11-20,Option,Sell,MAVG,Sell 2 call options,200,373548.9852631678,
7a517506-1487-47a1-844e-53126cbdabd8,1979-11-23,Option,Sell,RSI,Sell 1 put option,100,191384.49096840055,
ef3e91ed-aa78-49f4-8779-901ad84d19aa,1979-12-06,Option,Sell,RSI,Sell 1 put option,100,197534.49173070196,
d79e96c2-737e-4b53-afde-557e3d8b965e,1979-12-18,Option,Sell,RSI,Sell 1 put option,100,201774.5043663881,
beeb945c-22e4-4efa-9959-8ffda808c4c6,1980-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
8d63d32e-0769-4f81-91cb-8d7d588eeafd,1980-01-02,Option,Buy,RSI,Buy 1 call option,100,-193175.23582789057,
ab16b1b2-0b0f-487c-bbb2-5410205e91c7,1980-01-04,Option,Buy,RSI,Buy 1 call option,100,-187055.23719079967,
34822a2e-d999-44af-a32b-6b96ff3b00dc,1980-01-18,Option,Sell,RSI,Sell 1 put option,100,203434.50972560333,
6af808f1-7c6f-426f-b5f5-5e28523613b7,1980-02-12,Option,Sell,RSI,Sell 1 put option,100,218564.4875495914,
d94ba0ed-c3a5-4996-a8ac-a446d51f269d,1980-02-14,Option,Sell,RSI,Sell 1 put option,100,221524.4808505871,
b33f0c63-ace0-40ee-a98a-7da2cf088fe8,1980-02-29,Option,Buy,RSI,Buy 1 call option,100,-204865.25885859563,
c9126a4b-30df-4f78-b561-67bf9f011532,1980-03-07,Option,Buy,RSI,Buy 1 call option,100,-156505.27012910345,
6aa768e5-4f70-42c5-9a5d-81c34ab74d2f,1980-04-07,Option,Sell,MAVG,Sell 2 call options,200,374148.98540179234,
3c8ca2a8-3ca7-4042-b7ee-d5345f7f33d0,1980-04-11,Option,Sell,RSI,Sell 1 put option,100,197074.48704138794,
2377d0b4-7632-47ac-9ac1-85e56015086f,1980-05-01,Option,Sell,RSI,Sell 1 put option,100,201864.47172609318,
a4fa6c9f-8c79-4c6f-96cb-50451f45f5cd,1980-06-06,Option,Sell,RSI,Sell 1 put option,100,208794.44814099497,
56eaea6a-3d1f-4206-a2a0-21f86f178ba5,1980-06-13,Option,Sell,RSI,Sell 1 put option,100,216404.44483771114,
214a63cf-b1c5-4aee-9401-6089c6203355,1980-07-01,Option,Sell,PE,Sell 1 put option,100,215664.4464084942,
211c8854-e8e5-4369-9c91-3e95d0056137,1980-07-08,Option,Sell,RSI,Sell 1 put option,100,223504.42795158504,
ab44a15d-e36d-478c-8311-e292d64c1709,1980-07-16,Option,Sell,RSI,Sell 1 put option,100,225694.41942769405,
ef05dd28-62f9-4cd0-b0bd-8c2fb8e05d57,1980-07-31,Option,Sell,RSI,Sell 1 put option,100,231514.4218531864,
94f95eb6-bc37-4b6e-acdb-f5ababa874a5,1980-08-12,Option,Sell,RSI,Sell 1 put option,100,235994.41335241968,
8b16f831-d2eb-48ff-86b3-cf1a48c3e3d3,1980-09-23,Option,Sell,RSI,Sell 1 put option,100,244544.38992901958,
e8f828a8-e98a-4025-a019-506280909006,1980-10-15,Option,Sell,RSI,Sell 1 put option,100,245974.3866025825,
16fcece7-4618-482c-805d-1ccd2f27e114,1980-10-31,Option,Buy,RSI,Buy 1 call option,100,-190745.35108539218,
54ac59e4-5bfa-467b-9462-f39728f4ccb3,1980-11-14,Option,Sell,RSI,Sell 1 put option,100,254914.38847367564,
d27baf37-60f7-40be-8372-e1a3b306a579,1981-03-23,Dividend,Pay,Empty,Pay dividends to investors,1,0.0,
7e48ff23-42fc-4677-9a66-af4883167bf8,1980-12-24,Option,Sell,RSI,Sell 1 put option,100,255334.37401308946,
436e2104-4983-49ea-83a4-cb8ea1b4a75e,1981-01-21,Option,Buy,RSI,Buy 1 call option,100,-204395.28288949165,
bc16fb94-bbf5-4c74-a861-ca3f215f15dc,1981-02-24,Option,Buy,RSI,Buy 1 call option,100,-194245.26337230578,
b1b53728-31e6-45a0-bc23-f8e13ae9a096,1981-02-26,Option,Sell,MAVG,Sell 2 call options,200,467888.79284016805,
73188c9d-946e-448b-b490-2e699f8d047e,1981-03-03,Option,Sell,RSI,Sell 1 put option,100,244614.38877402002,
ac814e56-4f6e-442a-902e-ef77d7ac8d89,1981-03-11,Option,Sell,RSI,Sell 1 put option,100,240714.39316297343,
e7bd563f-b563-4c1c-94fa-4d30d17bf9fc,1981-03-24,Option,Sell,RSI,Sell 1 put option,100,250964.38101238583,
adf54ab5-bb64-4c5b-afdc-4eee07991111,1981-04-09,Option,Buy,MAVG,Buy 3 call options,291,-712208.8120421243,
4f3e77d8-c185-4965-9b21-2595727841af,1981-04-16,Option,Buy,RSI,Buy 1 call option,100,-244675.29949148648,
557228f7-2ad7-4489-b5ef-d13235a5a2cc,1981-05-06,Option,Buy,RSI,Buy 1 call option,100,-234785.41140879097,
779c3922-1d0b-410e-bffa-d364e274b543,1981-05-12,Option,Buy,RSI,Buy 1 call option,100,-214385.37434249884,
606f0432-0a5f-4c4e-aa09-01bf967fe91a,1981-05-26,Option,Sell,MAVG,Sell 2 call options,200,462668.79916961445,
1098f4a9-c990-4b12-a1c8-6e890f78b3d7,1981-05-28,Option,Sell,RSI,Sell 1 put option,100,240424.40194099842,
068a6d51-9f6a-4a8a-b4dc-618b700dd5bf,1981-07-07,Option,Buy,RSI,Buy 1 call option,100,-213205.27572160237,
e8df53f4-63f1-4324-ac9a-f200228e90f0,1981-07-21,Option,Sell,RSI,Sell 1 put option,100,222924.4273278933,
7c740c8b-5ca9-4e03-8281-02a2f182718a,1981-08-07,Option,Sell,RSI,Sell 1 put option,100,232804.40545220737,
0933ce0e-06e7-4aaf-a82c-a0e78b5aa9c6,1981-08-13,Option,Sell,RSI,Sell 1 put option,100,235344.40840902098,
35ca0d81-9834-4942-8265-70c83ec8879d,1981-08-26,Option,Buy,RSI,Buy 1 call option,100,-216005.2808959957,
4ef6e096-b48e-40b5-8659-7dfee9acd575,1981-09-01,Option,Sell,PE,Buy 1 call option,100,-193155.33895789005,
c8f2c1d5-b4a1-4b12-a488-06ad21ede260,1981-09-22,Option,Buy,RSI,Buy 1 call option,100,-147045.26644000085,
79ac16dd-d1a7-460a-8fa1-a517c73c47e5,1981-10-09,Option,Sell,RSI,Sell 1 put option,100,232244.44215810578,
c6e2186c-8b26-445e-b0da-d89ae5d51669,1981-10-28,Option,Buy,RSI,Buy 1 call option,100,-220125.26659710918,
7c344c31-fac8-4d4c-8290-70b369cff779,1981-11-04,Option,Sell,RSI,Sell 1 put option,100,236254.43964019438,
a1df11e5-ab98-41f4-857a-8b71942b2cef,1981-11-10,Option,Sell,RSI,Sell 1 put option,100,231964.44483769502,
8977b051-35a4-4d7e-92d3-32991ed48b39,1981-11-18,Option,Buy,RSI,Buy 1 call option,100,-217675.2642177924,
bbeb7ccc-9147-433f-a5d2-296b83da9351,1981-12-01,Option,Sell,RSI,Sell 1 put option,100,229354.4468474016,
27750827-eb1b-4a4b-81bf-470ff4647378,1981-12-16,Option,Buy,RSI,Buy 1 call option,100,-219945.25282949267,
8e841ce4-43c9-4475-b549-a519d7f6e356,1982-01-07,Option,Buy,RSI,Buy 1 call option,100,-198925.26648160187,
39bf100b-56b3-44fe-baf0-b6b3079388fd,1982-01-26,Option,Buy,RSI,Buy 1 call option,100,-166435.29475140385,
a78532b3-380d-4c1c-bd15-8efe6d1e97c9,1982-02-02,Option,Sell,RSI,Sell 1 put option,100,213644.46006060325,
5fe671ef-137c-4e55-9c55-061aede5fa70,1982-03-12,Option,Buy,RSI,Buy 1 call option,100,-195095.25259849557,
07728139-0ec8-401a-b03c-6975092dc4b4,1982-03-24,Option,Sell,RSI,Sell 1 put option,100,209174.48995199194,
51aa0ccf-aa2e-4707-8f2a-31efc948e72a,1982-04-01,Option,Sell,PE,Sell 1 put option,100,212034.49454890704,
91f71a4b-2e8f-4183-81b5-ac2862ed978a,1982-04-01,Option,Sell,RSI,Sell 1 put option,100,212034.49454890704,
c5fade2b-351f-4fa4-a18d-f149b28c7db3,1982-04-13,Option,Sell,RSI,Sell 1 put option,100,206034.47914119362,
f1d776a0-a8fd-4035-9d4b-13eb6997913e,1982-05-14,Option,Sell,RSI,Sell 1 put option,100,213934.4899520108,
73013d92-b3f8-4f8f-aa74-46cb5eb3c86a,1982-05-21,Option,Buy,RSI,Buy 1 call option,100,-201205.25070429896,
733b571e-4119-4bd3-95ef-44b30f3782de,1982-05-27,Option,Buy,RSI,Buy 1 call option,100,-174585.29645849485,
17aac4dd-c305-4665-9216-ec20471d8ffc,1982-06-01,Option,Sell,PE,Buy 1 call option,100,-143575.25038550727,
ba3c9904-b8fe-4164-bf6f-8e6a0250ab3e,1982-06-18,Option,Buy,RSI,Buy 1 call option,100,-16665.27708679803,
bac4b35a-74d2-4afc-b932-f446b5697be4,1982-06-23,Option,Buy,RSI,Buy 1 call option,100,-48815.22299810426,
e108626f-2a1f-49e2-8250-69ee5b146902,1982-07-09,Option,Buy,RSI,Buy 1 call option,100,-12645.341036895776,
feecab3c-8b2c-46cb-a9fa-baa9383bb385,1982-07-20,Option,Sell,RSI,Sell 1 put option,100,203864.43474300602,
12fe8d55-001a-42ad-a010-f3231b3c0985,1982-08-03,Option,Buy,RSI,Buy 1 call option,100,57004.67110679742,
668f8b3f-99e4-4514-a82f-f571349a88f3,1982-08-05,Option,Buy,RSI,Buy 1 call option,100,130414.69230570248,
