Date,Open,High,Low
03/01/1966,92.43,92.870003,91.629997
04/01/1966,92.18,93.040001,91.68
05/01/1966,92.260002,93.330002,91.989998
06/01/1966,92.849998,93.650002,92.510002
07/01/1966,93.059998,93.639999,92.470001
10/01/1966,93.139999,93.940002,92.75
11/01/1966,93.330002,94.050003,92.849998
12/01/1966,93.410004,93.980003,92.800003
13/01/1966,93.190002,94,92.68
14/01/1966,93.360001,94.139999,92.980003
17/01/1966,93.5,94.459999,93.099998
18/01/1966,93.769997,94.639999,93.230003
19/01/1966,93.949997,94.620003,93.160004
20/01/1966,93.690002,94.330002,92.870003
21/01/1966,93.360001,93.970001,92.599998
24/01/1966,93.470001,94.410004,93.07
25/01/1966,93.709999,94.559998,93.239998
26/01/1966,93.849998,94.529999,93.18
27/01/1966,93.699997,94.339996,93.089996
28/01/1966,93.669998,94.150002,92.839996
31/01/1966,93.309998,93.769997,92.459999
01/02/1966,92.879997,93.360001,91.610001
02/02/1966,92.160004,92.910004,91.32
03/02/1966,92.529999,93.669998,92.110001
04/02/1966,92.650002,93.699997,92.330002
07/02/1966,93.260002,94.220001,92.849998
08/02/1966,93.589996,94.290001,92.580002
09/02/1966,93.550003,94.720001,93.290001
10/02/1966,94.059998,94.699997,93.32
11/02/1966,93.830002,94.519997,93.25
14/02/1966,93.809998,94.400002,93.150002
15/02/1966,93.529999,94.040001,92.669998
16/02/1966,93.169998,93.739998,92.629997
17/02/1966,93.160004,93.580002,92.110001
18/02/1966,92.660004,93.139999,91.800003
21/02/1966,92.410004,92.830002,91.349998
23/02/1966,91.870003,92.209999,90.989998
24/02/1966,91.480003,91.809998,90.449997
25/02/1966,90.889999,91.879997,90.43
28/02/1966,91.139999,91.949997,90.650002
01/03/1966,91.220001,91.650002,89.760002
02/03/1966,90.059998,90.650002,88.699997
03/03/1966,89.150002,90.029999,88.260002
04/03/1966,89.470001,90.25,88.720001
07/03/1966,89.239998,89.389999,87.669998
08/03/1966,88.040001,89,87.169998
09/03/1966,88.18,89.209999,87.959999
10/03/1966,88.959999,90.139999,88.360001
11/03/1966,88.959999,89.629997,88.300003
14/03/1966,88.849998,88.919998,87.559998
15/03/1966,87.849998,88.199997,86.690002
16/03/1966,87.349998,88.550003,87.089996
17/03/1966,87.860001,88.599998,87.449997
18/03/1966,88.169998,89.230003,87.82
21/03/1966,88.529999,89.730003,88.400002
22/03/1966,89.199997,90.279999,89.010002
23/03/1966,89.459999,89.800003,88.690002
24/03/1966,89.129997,89.800003,88.68
25/03/1966,89.290001,90.139999,88.959999
28/03/1966,89.540001,90.410004,89.150002
29/03/1966,89.620003,90.040001,88.629997
30/03/1966,89.269997,89.57,88.309998
31/03/1966,88.779999,89.699997,88.470001
01/04/1966,89.230003,90.370003,88.959999
04/04/1966,89.940002,91.330002,89.919998
05/04/1966,90.760002,92.040001,90.470001
06/04/1966,91.309998,92.099998,90.769997
07/04/1966,91.559998,92.419998,90.989998
11/04/1966,91.760002,92.599998,91.080002
12/04/1966,91.790001,92.510002,90.919998
13/04/1966,91.449997,92.809998,90.730003
14/04/1966,91.540001,92.800003,91.120003
15/04/1966,91.870003,92.75,91.279999
18/04/1966,91.989998,92.589996,91.089996
19/04/1966,91.580002,92.309998,90.889999
20/04/1966,91.57,92.75,91.339996
21/04/1966,92.080002,93.019997,91.779999
22/04/1966,92.419998,92.870003,91.599998
25/04/1966,92.269997,92.860001,91.410004
26/04/1966,92.080002,92.769997,91.470001
27/04/1966,91.989998,92.489998,91.099998
28/04/1966,91.760002,91.919998,90.239998
29/04/1966,91.129997,91.860001,90.57
02/05/1966,91.059998,91.75,90.43
03/05/1966,90.900002,91.099998,89.459999
04/05/1966,89.849998,90.110001,88.540001
05/05/1966,89.389999,89.769997,87.599998
06/05/1966,87.93,88.519997,86.239998
09/05/1966,87.839996,87.959999,85.919998
10/05/1966,86.32,87.879997,86.120003
11/05/1966,87.080002,88.379997,86.839996
12/05/1966,87.230003,87.489998,85.720001
13/05/1966,86.230003,86.309998,84.769997
16/05/1966,85.470001,86.040001,83.900002
17/05/1966,84.410004,85.029999,83.18
18/05/1966,83.720001,85.639999,83.720001
19/05/1966,85.120003,86.330002,84.540001
20/05/1966,85.019997,85.790001,84.209999
23/05/1966,85.43,86.910004,85.290001
24/05/1966,86.199997,87.699997,86.190002
25/05/1966,86.769997,87.480003,86.050003
26/05/1966,87.07,87.879997,86.540001
27/05/1966,87.07,87.419998,86.43
31/05/1966,87.330002,87.650002,85.800003
01/06/1966,86.129997,86.650002,85.279999
02/06/1966,86.099998,86.849998,85.550003
03/06/1966,85.959999,86.550003,85.43
06/06/1966,86.059998,86.279999,85.029999
07/06/1966,85.419998,85.540001,84.25
08/06/1966,84.830002,85.43,84.309998
09/06/1966,84.93,85.980003,84.559998
10/06/1966,85.5,86.970001,85.32
13/06/1966,86.440002,87.589996,86.199997
14/06/1966,86.830002,87.57,86.019997
15/06/1966,87.07,87.739998,86.330002
16/06/1966,86.730003,87.18,85.879997
17/06/1966,86.470001,87.110001,85.889999
20/06/1966,86.510002,87.029999,85.839996
21/06/1966,86.480003,87.279999,86.07
22/06/1966,86.709999,87.379997,86.150002
23/06/1966,86.849998,87.730003,86.110001
24/06/1966,86.5,87.309998,85.68
27/06/1966,86.580002,87.309998,85.769997
28/06/1966,86.080002,86.43,85
29/06/1966,85.669998,85.980003,84.519997
30/06/1966,84.860001,85.370003,83.75
01/07/1966,84.739998,86.080002,84.739998
05/07/1966,85.610001,86.410004,85.089996
06/07/1966,85.82,87.379997,85.57
07/07/1966,87.059998,88.019997,86.669998
08/07/1966,87.379997,88.040001,86.849998
11/07/1966,87.610001,88.190002,86.970001
12/07/1966,87.449997,87.779999,86.449997
13/07/1966,86.879997,87.059998,85.830002
14/07/1966,86.300003,87.339996,85.849998
15/07/1966,86.82,87.68,86.440002
18/07/1966,87.080002,87.589996,86.419998
19/07/1966,86.989998,87.169998,85.75
20/07/1966,86.330002,86.639999,85.260002
21/07/1966,85.510002,86.239998,84.769997
22/07/1966,85.519997,86.110001,84.93
25/07/1966,85.410004,85.57,83.559998
26/07/1966,83.830002,84.669998,83.050003
27/07/1966,83.699997,84.830002,83.5
28/07/1966,84.099998,84.760002,83.440002
29/07/1966,83.769997,84.300003,83.099998
01/08/1966,83.5,83.5,81.980003
02/08/1966,82.309998,83.040001,81.769997
03/08/1966,82.330002,83.709999,82.300003
04/08/1966,83.150002,84.540001,83.07
05/08/1966,83.93,84.699997,83.43
08/08/1966,84,84.309998,82.970001
09/08/1966,83.75,84.360001,83.040001
10/08/1966,83.489998,83.830002,82.690002
11/08/1966,83.110001,83.529999,82.339996
12/08/1966,83.019997,83.879997,82.57
15/08/1966,83.169998,83.690002,82.389999
16/08/1966,82.709999,82.709999,81.260002
17/08/1966,81.629997,81.900002,80.529999
18/08/1966,81.18,81.379997,79.599998
19/08/1966,80.160004,80.779999,79.239998
22/08/1966,79.620003,79.879997,77.580002
23/08/1966,78.239998,79.239998,77.050003
24/08/1966,78.110001,79.629997,77.919998
25/08/1966,79.07,79.790001,77.800003
26/08/1966,77.849998,77.849998,76.099998
29/08/1966,76.239998,76.239998,74.18
30/08/1966,74.529999,76.459999,73.910004
31/08/1966,75.980003,78.059998,75.980003
01/09/1966,77.099998,78.5,76.660004
02/09/1966,77.699997,78.199997,76.269997
06/09/1966,77.419998,78.160004,76.550003
07/09/1966,76.959999,77.260002,75.769997
08/09/1966,76.370003,76.949997,75.029999
09/09/1966,76.050003,76.940002,75.43
12/09/1966,76.470001,78.339996,76.470001
13/09/1966,77.910004,79.160004,77.660004
14/09/1966,78.32,79.43,77.730003
15/09/1966,79.129997,80.599998,78.870003
16/09/1966,80.080002,80.809998,79.330002
19/09/1966,79.989998,80.5,79.019997
20/09/1966,79.589996,79.900002,78.57
21/09/1966,79.040001,79.150002,77.519997
22/09/1966,77.709999,78.410004,76.809998
23/09/1966,77.940002,78.43,77.150002
26/09/1966,77.669998,78.339996,76.879997
27/09/1966,77.860001,79.099998,77.559998
28/09/1966,78.099998,78.360001,76.699997
29/09/1966,77.110001,77.279999,75.849998
30/09/1966,76.309998,77.089996,75.449997
03/10/1966,76.559998,76.980003,74.709999
04/10/1966,74.900002,75.760002,73.910004
05/10/1966,75.099998,76.099998,74.309998
06/10/1966,74.690002,75.089996,73.470001
07/10/1966,74.050003,74.669998,72.769997
10/10/1966,73.199997,74.970001,72.279999
11/10/1966,74.529999,76.199997,74.220001
12/10/1966,74.910004,77.260002,74.370003
13/10/1966,77.040001,78.449997,76.220001
14/10/1966,76.889999,77.800003,76.010002
17/10/1966,76.599998,78.410004,76.480003
18/10/1966,77.470001,79.080002,77.349998
19/10/1966,78.68,79.339996,77.540001
20/10/1966,78.050003,78.959999,77.260002
21/10/1966,77.839996,78.620003,77.160004
24/10/1966,78.190002,79.199997,77.730003
25/10/1966,78.419998,79.220001,77.559998
26/10/1966,78.900002,80.290001,78.699997
27/10/1966,79.580002,80.720001,79.279999
28/10/1966,80.230003,80.910004,79.489998
31/10/1966,80.239998,80.82,79.339996
01/11/1966,80.199997,81.18,79.790001
02/11/1966,80.809998,81.68,80.300003
03/11/1966,80.879997,81.349998,79.980003
04/11/1966,80.559998,81.209999,79.639999
07/11/1966,80.809998,81.480003,80.160004
09/11/1966,80.730003,81.900002,80.459999
10/11/1966,81.379997,82.43,81
11/11/1966,81.889999,82.360001,81.269997
14/11/1966,81.940002,82.18,80.809998
15/11/1966,81.370003,82.07,80.82
16/11/1966,81.690002,83.010002,81.550003
17/11/1966,82.370003,82.800003,81.239998
18/11/1966,81.800003,82.050003,80.790001
21/11/1966,81.089996,81.089996,79.510002
22/11/1966,80.089996,80.32,78.889999
23/11/1966,79.669998,80.849998,79.389999
25/11/1966,80.209999,81.370003,79.830002
28/11/1966,80.849998,81.379997,79.959999
29/11/1966,80.709999,81.160004,79.940002
30/11/1966,80.419998,80.900002,79.620003
01/12/1966,80.449997,81.040001,79.660004
02/12/1966,80.080002,81.290001,79.489998
05/12/1966,80.129997,80.809998,79.599998
06/12/1966,80.239998,81.290001,79.949997
07/12/1966,80.839996,82.190002,80.589996
08/12/1966,81.720001,82.720001,81.339996
09/12/1966,82.050003,82.68,81.330002
12/12/1966,82.139999,83.540001,81.940002
13/12/1966,83,83.879997,82.279999
14/12/1966,82.730003,83.349998,81.970001
15/12/1966,82.639999,82.889999,81.199997
16/12/1966,81.639999,82.209999,80.940002
19/12/1966,81.580002,82.059998,80.559998
20/12/1966,81.269997,81.690002,80.309998
21/12/1966,80.959999,81.910004,80.419998
22/12/1966,81.379997,82.339996,81
23/12/1966,81.690002,82.220001,80.970001
27/12/1966,81.470001,81.839996,80.550003
28/12/1966,81,81.669998,80.290001
29/12/1966,80.610001,81.080002,79.839996
30/12/1966,80.370003,81.139999,79.660004
03/01/1967,80.330002,81.610001,79.589996
04/01/1967,80.379997,81.010002,79.43
05/01/1967,80.550003,81.93,80.5
06/01/1967,81.599998,82.790001,81.32
09/01/1967,82.18,83.309998,81.779999
10/01/1967,82.809998,83.540001,82.220001
11/01/1967,82.809998,83.919998,81.370003
12/01/1967,83.470001,84.800003,83.110001
13/01/1967,83.910004,84.900002,83.099998
16/01/1967,84.529999,85.279999,83.730003
17/01/1967,84.309998,85.809998,84.029999
18/01/1967,85.239998,86.360001,84.900002
19/01/1967,85.790001,86.610001,85.169998
20/01/1967,85.82,86.470001,85.07
23/01/1967,86.07,88.169998,85.639999
24/01/1967,86.389999,87,85.290001
25/01/1967,86.510002,87.019997,85.470001
26/01/1967,85.849998,86.660004,84.870003
27/01/1967,85.809998,86.760002,85.339996
30/01/1967,86.160004,87.349998,85.839996
31/01/1967,86.660004,87.459999,86.059998
01/02/1967,86.610001,87.040001,85.68
02/02/1967,86.43,87.309998,85.870003
03/02/1967,86.730003,87.970001,86.510002
06/02/1967,87.360001,87.980003,86.610001
07/02/1967,87.18,87.519997,86.480003
08/02/1967,86.949997,88.25,86.639999
09/02/1967,87.720001,88.57,86.989998
10/02/1967,87.360001,88.190002,86.790001
13/02/1967,87.629997,88.190002,86.949997
14/02/1967,87.580002,88.739998,87.150002
15/02/1967,88.169998,89,87.620003
16/02/1967,88.269997,88.800003,87.43
17/02/1967,87.860001,88.400002,87.25
20/02/1967,87.889999,88.129997,86.650002
21/02/1967,87.400002,88.010002,86.800003
23/02/1967,87.339996,88,86.639999
24/02/1967,87.449997,88.160004,86.760002
27/02/1967,87.410004,87.610001,85.68
28/02/1967,86.459999,87.260002,85.610001
01/03/1967,86.779999,88.360001,86.669998
02/03/1967,87.68,88.849998,87.389999
03/03/1967,88.160004,89,87.510002
06/03/1967,88.290001,89.080002,87.459999
07/03/1967,88.099998,88.739998,87.339996
08/03/1967,88.160004,89.099998,87.690002
09/03/1967,88.269997,89.040001,87.699997
10/03/1967,88.529999,90.370003,88.459999
13/03/1967,88.889999,89.410004,87.93
14/03/1967,88.43,89.07,87.580002
15/03/1967,88.349998,89.599998,88
16/03/1967,89.190002,90.660004,89.089996
17/03/1967,90.089996,90.839996,89.389999
20/03/1967,90.25,90.870003,89.349998
21/03/1967,90.199997,91.050003,89.519997
22/03/1967,90,90.699997,89.169998
23/03/1967,90.25,91.510002,90.040001
27/03/1967,90.940002,91.720001,90.190002
28/03/1967,90.870003,91.620003,90.230003
29/03/1967,90.910004,91.449997,90.169998
30/03/1967,90.730003,91.32,90.059998
31/03/1967,90.699997,91.150002,89.75
03/04/1967,90.199997,90.370003,88.760002
04/04/1967,89.239998,89.93,88.449997
05/04/1967,89.220001,90.309998,88.919998
06/04/1967,89.790001,90.739998,89.440002
07/04/1967,89.940002,90.599998,88.959999
10/04/1967,89.32,89.32,87.860001
11/04/1967,88.239998,89.339996,87.919998
12/04/1967,88.879997,89.540001,88.360001
13/04/1967,88.779999,89.860001,88.489998
14/04/1967,89.459999,91.080002,89.260002
17/04/1967,90.43,91.779999,90.18
18/04/1967,91.07,92.309998,90.699997
19/04/1967,91.860001,92.730003,91.25
20/04/1967,91.940002,92.610001,91.209999
21/04/1967,92.110001,92.900002,91.480003
24/04/1967,92.300003,93.449997,91.779999
25/04/1967,92.620003,93.57,92.010002
26/04/1967,93.110001,93.989998,92.440002
27/04/1967,93.019997,94.25,92.410004
28/04/1967,93.809998,94.769997,93.330002
01/05/1967,94.010002,94.599998,93.080002
02/05/1967,93.839996,94.419998,93.059998
03/05/1967,93.669998,94.480003,92.940002
04/05/1967,93.910004,94.919998,93.410004
05/05/1967,94.32,95.139999,93.639999
08/05/1967,94.440002,95.220001,93.709999
09/05/1967,94.580002,95.25,93.279999
10/05/1967,93.599998,94.040001,92.510002
11/05/1967,93.349998,94.370003,92.900002
12/05/1967,93.75,94.449997,92.940002
15/05/1967,93.480003,93.75,92.269997
16/05/1967,92.709999,93.849998,92.190002
17/05/1967,93.139999,93.75,92.339996
18/05/1967,92.779999,93.300003,91.980003
19/05/1967,92.529999,92.860001,91.400002
22/05/1967,92.07,92.400002,90.830002
23/05/1967,91.669998,92.07,90.580002
24/05/1967,91.230003,91.360001,89.68
25/05/1967,90.18,91.839996,90.040001
26/05/1967,91.190002,91.699997,90.339996
29/05/1967,90.980003,91.220001,89.919998
31/05/1967,90.389999,90.389999,88.709999
01/06/1967,89.080002,90.760002,88.809998
02/06/1967,90.230003,90.900002,89.269997
05/06/1967,89.559998,89.559998,87.190002
06/06/1967,88.480003,90.589996,88.480003
07/06/1967,90.230003,91.75,89.919998
08/06/1967,90.910004,91.779999,90.239998
09/06/1967,91.400002,92.260002,90.769997
12/06/1967,91.559998,92.660004,91.120003
13/06/1967,92.040001,93.269997,91.650002
14/06/1967,92.620003,93.209999,91.809998
15/06/1967,92.400002,93.260002,91.760002
16/06/1967,92.489998,93.279999,91.980003
19/06/1967,92.510002,92.510002,92.510002
20/06/1967,92.480003,92.480003,92.480003
21/06/1967,92.199997,92.199997,92.199997
22/06/1967,91.970001,91.970001,91.970001
23/06/1967,92,92,92
26/06/1967,91.639999,91.639999,91.639999
27/06/1967,91.300003,91.300003,91.300003
28/06/1967,91.309998,91.309998,91.309998
29/06/1967,90.849998,90.849998,90.849998
30/06/1967,90.639999,90.639999,90.639999
03/07/1967,90.639999,91.32,90.120003
05/07/1967,90.910004,91.910004,90.559998
06/07/1967,91.360001,92.029999,90.639999
07/07/1967,91.32,92.279999,90.760002
10/07/1967,91.690002,92.800003,91.110001
11/07/1967,92.050003,93.160004,91.580002
12/07/1967,92.480003,93.099998,91.620003
13/07/1967,92.400002,93.169998,91.82
14/07/1967,92.419998,93.349998,91.870003
17/07/1967,92.739998,93.529999,92.099998
18/07/1967,92.75,94.050003,92.300003
19/07/1967,93.5,94.400002,92.830002
20/07/1967,93.650002,94.489998,93.010002
21/07/1967,93.849998,94.919998,93.239998
24/07/1967,94.040001,94.68,92.910004
25/07/1967,93.730003,94.559998,93.029999
26/07/1967,93.239998,94.709999,93.120003
27/07/1967,94.059998,95.190002,93.510002
28/07/1967,94.349998,95.230003,93.769997
31/07/1967,94.489998,95.510002,94.010002
01/08/1967,94.75,95.839996,94.199997
02/08/1967,95.370003,96.639999,95.029999
03/08/1967,95.779999,96.360001,94.419998
04/08/1967,95.660004,96.540001,95.150002
07/08/1967,95.830002,96.43,95.019997
08/08/1967,95.580002,96.279999,95.040001
09/08/1967,95.690002,96.470001,95.110001
10/08/1967,95.779999,96.669998,95.050003
11/08/1967,95.529999,95.980003,94.620003
14/08/1967,95.150002,95.400002,94.019997
15/08/1967,94.639999,95.540001,94.18
16/08/1967,94.769997,95.150002,93.93
17/08/1967,94.550003,95.330002,94.110001
18/08/1967,94.629997,95.400002,94.160004
21/08/1967,94.779999,95.220001,93.790001
22/08/1967,94.25,94.720001,93.349998
23/08/1967,93.739998,94.150002,92.769997
24/08/1967,93.610001,94.279999,92.769997
25/08/1967,93.089996,93.379997,92.040001
28/08/1967,92.699997,93.309998,92.010002
29/08/1967,92.639999,93.580002,92.169998
30/08/1967,92.879997,93.669998,92.43
31/08/1967,93.07,94.190002,92.839996
01/09/1967,93.639999,94.209999,93
05/09/1967,93.68,94.699997,93.360001
06/09/1967,94.209999,95.059998,93.720001
07/09/1967,94.389999,94.949997,93.699997
08/09/1967,94.330002,95.040001,93.699997
11/09/1967,94.360001,95.260002,93.879997
12/09/1967,94.540001,95.480003,94.010002
13/09/1967,94.989998,96.620003,94.800003
14/09/1967,95.989998,97.400002,95.589996
15/09/1967,96.199997,96.940002,95.470001
18/09/1967,96.269997,97.309998,95.730003
19/09/1967,96.529999,97.349998,95.839996
20/09/1967,96.169998,96.839996,95.389999
21/09/1967,96.129997,97.5,95.669998
22/09/1967,96.75,97.610001,96.110001
25/09/1967,97,98.309998,96.739998
26/09/1967,97.589996,98.199997,96.400002
27/09/1967,96.760002,97.540001,96
28/09/1967,96.790001,97.589996,96.190002
29/09/1967,96.790001,97.370003,96.059998
02/10/1967,96.709999,97.25,95.82
03/10/1967,96.32,97.230003,95.75
04/10/1967,96.650002,97.470001,95.940002
05/10/1967,96.43,97.25,95.889999
06/10/1967,96.669998,97.830002,96.339996
09/10/1967,97.260002,98.25,96.699997
10/10/1967,97.510002,98.150002,96.379997
11/10/1967,96.839996,97.339996,95.699997
12/10/1967,96.370003,96.699997,95.32
13/10/1967,95.75,96.690002,95.160004
16/10/1967,96,96.550003,94.849998
17/10/1967,95.25,95.919998,94.190002
18/10/1967,95,95.82,94.339996
19/10/1967,95.25,96.459999,94.860001
20/10/1967,95.43,96.120003,94.620003
23/10/1967,95.379997,95.690002,93.919998
24/10/1967,94.959999,95.980003,94.050003
25/10/1967,94.419998,95.18,93.470001
26/10/1967,94.519997,95.559998,93.989998
27/10/1967,94.940002,95.790001,94.309998
30/10/1967,94.959999,95.669998,94.139999
31/10/1967,94.790001,95.25,93.290001
01/11/1967,93.300003,94.209999,92.449997
02/11/1967,92.709999,93.690002,91.849998
03/11/1967,92.339996,92.900002,91.330002
06/11/1967,91.779999,92.230003,90.389999
08/11/1967,91.480003,93.07,90.800003
09/11/1967,91.139999,92.25,90.610001
10/11/1967,91.589996,92.839996,91.290001
13/11/1967,92.209999,93.230003,91.459999
14/11/1967,91.970001,92.489998,90.809998
15/11/1967,91.389999,92.25,90.440002
16/11/1967,91.760002,93.279999,91.5
17/11/1967,92.599998,93.620003,92.019997
20/11/1967,92.379997,92.379997,90.089996
21/11/1967,91.650002,93.709999,91.639999
22/11/1967,93.099998,94.410004,92.699997
24/11/1967,93.650002,94.459999,92.739998
27/11/1967,93.900002,94.800003,93.32
28/11/1967,94.169998,95.080002,93.57
29/11/1967,94.489998,95.510002,93.849998
30/11/1967,94.470001,94.940002,93.489998
01/12/1967,94,94.949997,93.410004
04/12/1967,94.5,95.68,94.089996
05/12/1967,95.099998,96.269997,94.519997
06/12/1967,95.230003,96.160004,94.099998
07/12/1967,95.639999,96.669998,95.040001
08/12/1967,95.529999,96.25,94.779999
11/12/1967,95.419998,95.989998,94.5
12/12/1967,95.120003,95.779999,94.339996
13/12/1967,95.010002,96,94.580002
14/12/1967,95.339996,96.349998,94.849998
15/12/1967,95.470001,96.199997,94.510002
18/12/1967,95.029999,95.879997,94.169998
19/12/1967,94.769997,95.410004,94
20/12/1967,94.629997,95.75,94.169998
21/12/1967,95.150002,96.25,94.690002
22/12/1967,95.379997,96.110001,94.610001
26/12/1967,95.199997,96.019997,94.610001
27/12/1967,95.260002,96.419998,94.82
28/12/1967,95.910004,96.650002,94.910004
29/12/1967,95.889999,96.900002,95.849998
02/01/1968,96.470001,97.330002,95.309998
03/01/1968,96.110001,96.949997,95.040001
04/01/1968,95.669998,96.230003,94.309998
05/01/1968,95.360001,96.660004,94.970001
08/01/1968,95.940002,97.400002,95.540001
09/01/1968,96.620003,97.839996,95.889999
10/01/1968,96.5,97.260002,95.660004
11/01/1968,96.519997,97.82,95.879997
12/01/1968,96.620003,97.440002,95.870003
15/01/1968,96.720001,97.459999,95.849998
16/01/1968,96.419998,96.910004,95.32
17/01/1968,95.82,96.410004,94.779999
18/01/1968,95.639999,96.660004,95.010002
19/01/1968,95.559998,96.220001,94.599998
22/01/1968,95.239998,95.400002,93.550003
23/01/1968,94.029999,94.660004,92.879997
24/01/1968,93.660004,94.120003,92.449997
25/01/1968,93.169998,94.110001,91.959999
26/01/1968,93.300003,94.339996,92.769997
29/01/1968,93.449997,94.379997,92.709999
30/01/1968,93.349998,93.709999,92.18
31/01/1968,92.889999,93.260002,91.269997
01/02/1968,92.239998,93.139999,91.57
02/02/1968,92.559998,93.440002,91.690002
05/02/1968,92.269997,92.720001,91.239998
06/02/1968,91.870003,92.519997,91.150002
07/02/1968,91.900002,92.739998,91.480003
08/02/1968,92.059998,92.400002,90.599998
09/02/1968,90.900002,91,89.230003
13/02/1968,89.860001,90.459999,86.730003
14/02/1968,89.07,90.599998,88.660004
15/02/1968,90.300003,90.300003,90.300003
16/02/1968,90.300003,90.620003,89.279999
19/02/1968,89.959999,90.870003,89.419998
20/02/1968,90.309998,91.339996,89.949997
21/02/1968,91.239998,91.870003,90.540001
23/02/1968,91.239998,91.800003,90.279999
26/02/1968,90.889999,91.080002,89.669998
27/02/1968,90.18,90.910004,89.559998
28/02/1968,90.529999,91.190002,89.709999
29/02/1968,90.080002,90.239998,88.93
01/03/1968,89.360001,89.82,88.580002
04/03/1968,89.110001,89.330002,87.519997
05/03/1968,87.919998,88.720001,86.989998
06/03/1968,87.720001,89.760002,87.639999
07/03/1968,89.260002,89.980003,88.440002
08/03/1968,89.099998,89.57,88.230003
11/03/1968,89.029999,90.559998,88.809998
12/03/1968,90.129997,90.779999,89.389999
13/03/1968,90.230003,90.709999,89.400002
14/03/1968,89.75,89.75,87.809998
15/03/1968,88.32,89.75,87.610001
18/03/1968,89.110001,91.089996,89.110001
19/03/1968,89.589996,90.050003,88.610001
20/03/1968,88.989998,89.650002,88.480003
21/03/1968,88.980003,89.480003,88.050003
22/03/1968,88.330002,89.139999,87.5
25/03/1968,88.419998,88.879997,87.650002
26/03/1968,88.330002,89.5,88.099998
27/03/1968,88.93,90.199997,88.879997
28/03/1968,89.660004,90.400002,89.050003
29/03/1968,89.57,90.919998,89.209999
01/04/1968,91.110001,93.550003,91.110001
02/04/1968,92.480003,93.440002,91.389999
03/04/1968,92.639999,95.129997,92.239998
04/04/1968,93.470001,94.589996,92.629997
05/04/1968,93.839996,94.510002,92.669998
08/04/1968,93.290001,95.449997,93.110001
10/04/1968,94.949997,97.110001,94.739998
11/04/1968,95.669998,96.93,94.809998
15/04/1968,96.529999,97.360001,95.330002
16/04/1968,96.589996,97.540001,95.720001
17/04/1968,96.620003,97.400002,95.760002
18/04/1968,96.809998,97.889999,96.120003
19/04/1968,97.080002,97.080002,95.150002
22/04/1968,95.849998,96.07,94.220001
23/04/1968,95.68,97.480003,95.68
24/04/1968,96.620003,97.809998,95.980003
25/04/1968,96.919998,97.480003,95.68
26/04/1968,96.620003,97.830002,96.220001
29/04/1968,97.209999,98.610001,96.809998
30/04/1968,97.970001,98.169998,96.580002
01/05/1968,97.459999,98.610001,96.839996
02/05/1968,97.970001,99.18,97.529999
03/05/1968,98.589996,100.190002,97.980003
06/05/1968,98.660004,99.110001,97.269997
07/05/1968,98.349998,99.589996,97.860001
08/05/1968,98.900002,99.739998,98.25
09/05/1968,98.910004,99.470001,97.68
10/05/1968,98.389999,99.300003,97.760002
13/05/1968,98.5,99.099998,97.519997
14/05/1968,98.190002,98.849998,97.330002
15/05/1968,98.120003,98.790001,97.32
16/05/1968,98.07,98.690002,97.050003
17/05/1968,97.599998,97.809998,96.110001
20/05/1968,96.900002,97.410004,95.800003
21/05/1968,96.449997,97.519997,95.919998
22/05/1968,96.93,98.169998,96.470001
23/05/1968,97.18,97.790001,96.379997
24/05/1968,96.970001,97.730003,96.209999
27/05/1968,97.150002,97.809998,96.290001
28/05/1968,96.989998,98.199997,96.410004
29/05/1968,97.620003,98.739998,97.010002
31/05/1968,97.919998,99.400002,97.660004
03/06/1968,98.720001,100.620003,98.720001
04/06/1968,99.989998,101.260002,99.32
05/06/1968,100.379997,101.129997,99.260002
06/06/1968,99.889999,101.589996,99.5
07/06/1968,100.650002,101.889999,100.239998
10/06/1968,101.269997,102.25,100.419998
11/06/1968,101.410004,102.400002,100.739998
13/06/1968,101.660004,102.839996,100.550003
14/06/1968,101.25,101.82,99.980003
17/06/1968,101.129997,101.709999,99.43
18/06/1968,100.129997,101.089996,99.43
20/06/1968,99.989998,101.599998,99.519997
21/06/1968,101.510002,101.589996,99.800003
24/06/1968,100.660004,101.480003,99.660004
25/06/1968,100.389999,101.099998,99.279999
27/06/1968,100.080002,101.010002,99.110001
28/06/1968,99.980003,100.629997,98.910004
01/07/1968,99.580002,100.330002,98.769997
02/07/1968,99.400002,100.599998,98.599998
03/07/1968,99.739998,101.360001,99.599998
08/07/1968,100.910004,102.760002,100.720001
09/07/1968,101.940002,102.93,101.190002
11/07/1968,102.230003,103.669998,101.410004
12/07/1968,102.389999,103.239998,101.389999
15/07/1968,102.339996,103.150002,101.440002
16/07/1968,102.260002,102.720001,100.970001
18/07/1968,101.699997,102.650002,100.489998
19/07/1968,101.440002,101.82,99.800003
22/07/1968,100.459999,100.879997,98.510002
23/07/1968,99.330002,99.93,97.889999
25/07/1968,99.209999,100.07,97.43
26/07/1968,97.940002,99.139999,97.220001
29/07/1968,98.339996,98.779999,96.889999
30/07/1968,97.650002,98.620003,96.839996
01/08/1968,97.739998,98.82,96.779999
02/08/1968,97.279999,97.470001,95.790001
05/08/1968,96.629997,97.510002,95.949997
06/08/1968,96.849998,97.82,96.419998
08/08/1968,97.25,98.32,96.580002
09/08/1968,97.040001,97.559998,96.110001
12/08/1968,97.010002,98.489998,96.720001
13/08/1968,98.010002,99.199997,97.68
